Id,quality
902,5.0
903,6.0
904,6.0
905,7.0
906,5.0
907,6.0
908,7.0
909,6.0
910,5.0
911,6.0
912,7.0
913,6.0
914,6.0
915,6.0
916,6.0
917,6.0
918,6.0
919,6.0
920,5.0
921,5.0
922,4.0
923,7.0
924,6.0
925,5.0
926,6.0
927,7.0
928,5.0
929,6.0
930,5.0
931,5.0
932,6.0
933,6.0
934,5.0
935,5.0
936,6.0
937,5.0
938,7.0
939,7.0
940,5.0
941,6.0
942,6.0
943,7.0
944,6.0
945,5.0
946,5.0
947,5.0
948,7.0
949,7.0
950,6.0
951,6.0
952,5.0
953,4.0
954,6.0
955,6.0
956,6.0
957,5.0
958,6.0
959,5.0
960,5.0
961,7.0
962,7.0
963,7.0
964,7.0
965,6.0
966,6.0
967,6.0
968,6.0
969,7.0
970,7.0
971,6.0
972,5.0
973,6.0
974,6.0
975,6.0
976,5.0
977,6.0
978,5.0
979,5.0
